empl_ind_construction_%, agri_gross_value_livestock_m$, indstry_bus_trnsprt_pst_wrhsng_cnt, indstry_bus_prof_sci_tech_cnt, vhcl_light_rigid_truck, insolv_tot_debator_entr_bus_rel_per_insolv, agri_meat_chiecken_cnt, agri_broadacre_tot_area, bus_exit_20_plus_emply_cnt, year, vhcl_non_freight_truck, bus_exit_no_emply_cnt, empl_ind_admin_safety_%, fuel_type_diesel, bus_no_emply_cnt, bld_app_priv_dwl_exc_hs_cnt, sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income, empl_ind_mnfctrng_%, res_prop_att_dwl_trnsfrs_cnt, indstry_bus_construction_cnt, vhcl_reg_over_10_yrs, vhcl_light_commercial, indstry_bus_mining_cnt, vhcl_heavy_rigid_truck, occ_debtor_service_worker, fuel_type_electric, vhcl_tot, p_t_trdmrk_apps_cnt, indstry_bus_hlth_soc_ass_cnt, indstry_bus_art_rec_cnt, agri_meat_cattle_cnt, empl_ind_admin_supp_%, bld_app_tot_priv_dwl_val_aud, bus_exit_5_19_emply_cnt, indstry_bus_admin_supp_cnt, bld_app_tot_non_res_bld_val_aud, occ_debtor_technician_trade, indstry_bus_retail_trd_cnt, vhcl_reg_less_than_5_yrs, vhcl_campervans, bld_app_tot_priv_dwl_cnt, indstry_bus_financ_insur_cnt, agri_gross_value_agri_production_m$, empl_ind_whlsle_trd_%, indstry_bus_accom_food_cnt, bld_app_priv_hse_cnt, fuel_type_petrol, vhcl_passenger, occ_debtor_professional, indstry_bus_tot_cnt, empl_ind_oth_serv_%, bld_app_priv_hse_val_aud, sel_cause_bus_rel_insolv_caused_by_economic, bld_app_priv_dwl_exc_hs_val_aud, indstry_bus_current_unkwn_cnt, indstry_bus_whlsle_trd_cnt, tourist_accom_over_15_rooms, bus_entr_tot_cnt, agri_area_holding, empl_ind_mining_%, occ_debtor_other_unkwn, empl_ind_edu_train_%, agri_veg_human_consumption, bus_entr_no_emply_cnt, bus_20_plus_emply_cnt, indstry_bus_ag_frst_fsh_cnt, indstry_bus_oth_serv_cnt, p_t_patent_apps_cnt, indstry_bus_rent_rl_est_cnt, indstry_bus_infomedia_telecom_cnt, bus_entr_5_19_emply_cnt, bld_app_tot_res_bld_val_aud, occ_debtor_sales_worker, indstry_bus_mnfctrng_cnt, bus_entr_20_plus_emply_cnt, indstry_bus_edu_train_cnt, agri_gross_value_crops_m$, res_prop_att_dwl_med_sal_prc_aud, empl_ind_hlth_soc_assist_%, agri_fruit_nut_orchard_tree, occ_debtor_machinery_op_driver, vhcl_motorcycles, empl_ind_ag_frst_fsh_%, empl_tot, bus_tot_cnt, agri_dairy_cattle_cnt, occ_debtor_labourer, bld_app_tot_dwl_cnt, empl_ind_prof_sci_tech_cnt_%, agri_sheep_cnt, sa2_main16, bus_5_19_emply_cnt, empl_ind_retail_trd_%, fuel_type_lpg_dual_other, insolv_tot_debator_entr_per_insolv, bus_entr_1_4_emply_cnt, occ_debtor_clerical_admin, empl_ind_trnsprt_pst_wrhsng_%, sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use, empl_ind_elc_gs_wtr_wst_%, res_prop_hse_med_sal_prc_aud, empl_ind_rent_rl_est_%, agri_pig_cnt, vhcl_buses, insolv_tot_debator_entr_non_bus_rel_per_insolv, sa2_name16, bus_exit_tot_cnt, empl_ind_financ_insur_%, indstry_bus_elc_gs_wtr_wst_cnt, bld_app_tot_bld_val_aud, res_prop_hse_trnsfs_cnt, vhcl_reg_5_to_10, bus_1_4_emply_cnt, empl_ind_accom_food_%, empl_ind_art_rec_%, occ_debtor_manager, bus_exit_1_4_emply_cnt, indstry_bus_pub_admin_safety_cnt, vhcl_articulated_truck, empl_ind_infomedia_telecom_%
null,null,93,158,130,null,null,null,null,2016,14,155,null,3465,931,14,null,null,null,651,8993,3011,3,307,null,null,19804,null,60,22,null,null,20.0,8,66,6.0,null,73,4852,61,67,92,null,null,28,53,15396,15042,null,1639,null,17.0,null,2.0,16,49,null,214,null,null,null,null,null,132,22,17,86,null,98,18,8,21.0,null,65,3,30,null,null,null,null,null,1151,null,null,1639,null,null,67,null,null,"214011374",118,null,977,null,74,null,null,null,null,null,null,null,25,null,"Langwarrin",220,null,8,27.0,null,5939,571,null,null,null,62,3,63,null
null,null,42,205,69,null,null,null,null,2016,6,161,null,2855,1029,30,null,null,null,515,5937,1730,6,81,null,5,14585,null,74,35,null,null,66.0,11,55,3.0,null,78,4162,45,117,166,null,null,34,87,11283,11953,null,1581,null,58.0,null,8.0,20,54,null,273,null,null,null,null,null,185,7,38,47,null,132,13,6,67.0,null,49,null,16,null,null,null,null,null,669,null,null,1581,null,null,117,null,null,"214021382",68,null,450,null,80,null,null,null,null,null,null,null,13,null,"Mount Martha",205,null,3,70.0,null,4483,477,null,null,null,34,3,19,null
null,null,45,100,60,null,null,null,null,2016,6,95,null,1908,580,131,null,null,null,265,4728,1424,null,142,null,4,9848,null,30,20,null,null,102.0,8,35,30.0,null,67,2334,61,310,87,null,null,48,179,7429,7725,null,945,null,74.0,null,27.0,11,27,null,116,null,null,null,null,null,77,15,29,41,null,83,5,3,102.0,null,47,null,4,null,null,null,null,null,378,null,null,945,null,null,310,null,null,"214021377",63,null,541,null,40,null,null,null,null,null,null,null,34,null,"Dromana",142,null,3,132.0,null,2787,289,null,null,null,42,3,18,null
null,null,47,172,109,null,null,null,null,2016,6,144,null,3012,1014,4,null,null,null,579,8495,2471,3,122,null,3,16074,null,40,25,null,null,147.0,3,73,4.0,null,98,3335,69,186,135,null,null,112,182,12213,12609,null,1641,null,145.0,null,3.0,25,33,8,215,null,null,null,null,null,147,30,17,49,null,153,17,4,149.0,null,39,3,14,null,null,null,null,null,609,null,null,1641,null,null,186,null,null,"214021383",106,null,844,null,64,null,null,null,null,null,null,null,66,null,"Point Nepean",194,null,6,153.0,null,4219,497,null,null,null,44,5,13,null
null,null,31,95,31,null,null,null,null,2016,null,89,null,1562,672,null,null,null,null,163,2713,962,3,77,null,null,5510,null,51,20,null,null,59.0,5,28,156.0,null,45,1302,22,44,91,null,null,40,44,3731,4194,null,1030,null,59.0,null,null,11,22,3,99,null,null,null,null,null,81,24,209,17,null,125,12,5,61.0,null,51,null,12,null,null,null,null,null,205,null,null,1030,null,null,44,null,null,"214021378",72,null,222,null,16,null,null,null,null,null,null,null,9,null,"Flinders",111,null,null,217.0,null,1502,256,null,null,null,22,null,10,null
null,null,79,292,125,null,null,null,3,2016,19,223,null,3681,1352,216,null,null,null,550,8753,2656,3,193,null,3,20388,null,175,67,null,null,105.0,20,84,56.0,null,193,5747,66,349,211,null,null,104,133,15966,16464,null,2476,null,45.0,null,60.0,22,73,2,340,null,null,null,null,null,218,52,38,148,null,253,16,9,107.0,null,97,3,46,null,null,null,null,null,796,null,null,2476,null,null,351,null,null,"214021380",273,null,763,null,105,null,null,null,null,null,null,null,64,null,"Mornington",323,null,null,163.0,null,5880,795,null,null,null,77,7,5,null
null,null,54,133,91,null,null,null,null,2016,15,132,null,3059,807,102,null,null,null,392,9574,2590,null,153,null,6,17845,null,81,23,null,null,83.0,7,63,11.0,null,95,3675,76,268,109,null,null,74,166,13818,14058,null,1385,null,54.0,null,30.0,9,34,3,159,null,null,null,null,null,116,9,21,62,null,140,4,6,85.0,null,57,null,17,null,null,null,null,null,752,null,null,1385,null,null,268,null,null,"214021384",137,null,992,null,42,null,null,null,null,null,null,null,86,null,"Rosebud  McCrae",193,null,4,96.0,null,4586,429,null,null,null,53,5,24,null
null,null,86,345,38,null,null,null,3,2016,10,168,null,1641,1378,21,null,null,null,320,5867,757,null,64,null,6,14242,null,169,28,null,null,33.0,13,75,6.0,null,134,4019,21,59,300,null,null,86,38,12282,13065,null,2192,null,27.0,null,6.0,31,99,null,287,null,null,null,null,null,185,30,25,67,null,324,19,13,35.0,null,45,null,36,null,null,null,null,null,265,null,null,2192,null,null,59,null,null,"212051327",124,null,334,null,90,null,null,null,null,null,null,null,22,null,"Wheelers Hill",235,null,3,41.0,null,4354,663,null,null,null,51,7,null,null
null,null,52,86,77,null,null,null,null,2016,8,64,null,1247,348,3,null,null,null,96,3022,900,null,114,null,5,7270,null,45,4,null,null,3.0,null,21,1.0,null,33,2012,13,5,49,null,null,22,2,5794,5881,null,566,null,2.0,null,1.0,5,37,null,87,null,null,null,null,null,63,9,6,18,null,56,3,3,3.0,null,19,null,6,null,null,null,null,null,257,null,null,566,null,null,5,null,null,"208031183",36,null,252,null,25,null,null,null,null,null,null,null,9,null,"Aspendale Gardens  Waterways",91,null,3,4.0,null,2234,177,null,null,null,32,null,11,null
null,null,62,53,74,null,null,null,null,2016,8,56,null,1714,429,3,null,null,null,242,3671,1467,null,199,null,null,7286,null,5,17,null,null,9.0,4,20,1.0,null,31,1626,34,33,35,null,null,12,30,5157,4936,null,734,null,8.0,null,null,17,25,null,91,null,null,null,null,null,58,11,83,34,null,49,4,null,9.0,null,38,null,5,null,null,null,null,null,492,null,null,734,null,null,33,null,null,"212031308",62,null,446,null,29,null,null,null,null,null,null,null,19,null,"Pearcedale  Tooradin",73,null,6,11.0,null,2000,239,null,null,null,12,3,57,null
null,null,108,18,43,null,null,null,null,2016,5,51,null,637,303,46,null,null,null,114,4456,694,null,78,null,3,7164,null,13,4,null,null,17.0,null,31,7.0,null,31,1047,15,92,12,null,null,16,46,6036,6096,null,448,null,9.0,null,7.0,7,12,2,113,null,null,null,null,null,84,10,3,20,null,12,3,3,17.0,null,26,null,3,null,null,null,null,null,207,null,null,448,null,null,92,null,null,"212021295",27,null,504,null,21,null,null,null,null,null,null,null,13,null,"Doveton",61,null,4,24.0,null,1670,108,null,null,null,9,null,13,null
null,null,89,130,94,null,null,null,null,2016,43,90,null,2395,667,93,null,null,null,231,4779,1619,null,301,null,9,10940,null,49,16,null,null,41.0,null,41,17.0,null,45,3145,20,147,109,null,null,46,54,8232,8225,null,1076,null,19.0,null,22.0,14,45,null,187,null,null,null,null,null,129,35,12,45,null,122,13,11,45.0,null,49,null,23,null,null,null,null,null,406,null,null,1076,null,null,165,null,null,"213021341",86,null,466,null,51,null,null,null,null,null,null,null,106,null,"Altona",115,null,3,61.0,null,3018,288,null,null,null,24,4,126,null
null,null,160,74,58,null,null,null,null,2016,9,112,null,1670,596,20,null,null,null,201,7006,1316,null,153,null,null,13740,null,31,12,null,null,10.0,6,41,1.0,null,45,3008,23,43,62,null,null,36,23,11429,11493,null,860,null,6.0,null,4.0,20,18,null,185,null,null,null,null,null,130,6,9,39,null,66,3,null,10.0,null,17,null,18,null,null,null,null,null,548,null,null,860,null,null,43,null,null,"213021342",32,null,663,null,48,null,null,null,null,null,null,null,22,null,"Altona Meadows",144,null,3,12.0,null,3723,225,null,null,null,31,8,118,null
null,null,65,33,30,null,null,null,null,2016,3,27,null,501,208,49,null,null,null,89,2047,430,null,55,null,null,4344,null,8,3,null,null,14.0,null,18,7.0,null,12,1223,7,70,16,null,null,6,21,3662,3687,null,298,null,4.0,null,9.0,7,6,null,70,null,null,null,null,null,55,3,null,11,null,20,null,null,14.0,null,9,null,6,null,null,null,null,null,109,null,null,298,null,null,70,null,null,"210031440",14,null,189,null,18,null,null,null,null,null,null,null,15,null,"Hadfield",33,null,3,21.0,null,1071,71,null,null,null,4,3,8,null
null,null,59,68,48,null,null,null,null,2016,10,81,null,1707,484,null,null,null,null,216,5153,1508,3,153,null,null,10748,null,38,11,null,null,15.0,3,23,4.0,null,47,2528,19,47,92,null,null,17,47,8541,8355,null,787,null,15.0,null,null,7,32,null,115,null,null,null,null,null,86,9,32,33,null,56,null,3,16.0,null,27,null,9,null,null,null,null,null,595,null,null,787,null,null,47,null,null,"210041240",49,null,535,null,28,null,null,null,null,null,null,null,37,null,"Sunbury",101,null,3,20.0,null,3057,248,null,null,null,22,null,23,null
null,null,131,159,99,null,null,null,null,2016,15,180,null,3224,968,35,null,null,null,448,10177,2937,null,289,null,3,20855,null,80,26,null,null,80.0,10,46,15.0,null,95,4783,39,338,186,null,null,58,303,16609,16169,null,1644,null,74.0,null,6.0,19,43,1,225,null,null,null,null,null,158,26,43,96,null,126,10,3,83.0,null,64,null,14,null,null,null,null,null,1165,null,null,1644,null,null,344,null,null,"210041241",126,null,1064,null,63,null,null,null,null,null,null,null,81,null,"Sunbury  South",232,null,3,98.0,null,5868,520,null,null,null,47,9,61,null
null,null,49,96,40,null,null,null,null,2016,7,72,null,654,373,56,null,null,null,98,2485,512,3,40,null,4,5384,null,24,4,null,null,23.0,3,22,1.0,null,35,1370,6,76,54,null,null,26,20,4510,4623,null,560,null,11.0,null,12.0,17,12,2,93,null,null,null,null,null,60,3,5,20,null,72,3,null,23.0,null,13,null,7,null,null,null,null,null,133,null,null,560,null,null,76,null,null,"208021180",31,null,230,null,25,null,null,null,null,null,null,null,20,null,"Hughesdale",79,null,null,24.0,null,1534,148,null,null,null,6,3,3,null
null,null,96,138,40,null,null,null,null,2016,null,91,null,896,515,null,null,null,null,103,2317,576,null,90,null,null,5750,null,59,3,null,null,84.0,3,42,42.0,null,62,1748,6,307,47,null,null,60,307,4665,4604,null,800,null,84.0,null,null,18,34,null,256,null,null,null,null,null,177,8,5,27,null,45,9,3,84.0,null,18,null,16,null,null,null,null,null,355,null,null,800,null,null,307,null,null,"213051466",38,null,212,null,76,null,null,null,null,null,null,null,13,null,"Point Cook  South",128,null,3,126.0,null,1686,237,null,null,null,31,null,64,null
null,null,47,145,13,null,null,null,null,2016,null,74,null,526,513,10,null,null,null,120,2443,327,null,17,null,null,5554,null,42,13,null,null,18.0,3,39,1.0,null,54,1408,6,26,84,null,null,23,16,4904,5035,null,760,null,14.0,null,4.0,12,18,null,145,null,null,null,null,null,115,11,6,34,null,75,8,null,18.0,null,26,null,8,null,null,null,null,null,149,null,null,760,null,null,26,null,null,"208021181",37,null,129,null,27,null,null,null,null,null,null,null,7,null,"Murrumbeena",104,null,3,19.0,null,1706,196,null,null,null,19,null,null,null
null,null,30,134,31,null,null,null,null,2016,14,64,null,1035,482,68,null,null,null,127,3400,596,3,58,null,7,8070,null,59,10,null,null,41.0,3,38,1.0,null,43,2265,10,116,74,null,null,51,48,6810,7155,null,786,null,23.0,null,18.0,7,41,null,130,null,null,null,null,null,84,3,8,27,null,88,9,3,41.0,null,24,null,15,null,null,null,null,null,170,null,null,786,null,null,116,null,null,"207031162",57,null,221,null,40,null,null,null,null,null,null,null,32,null,"Blackburn South",87,null,3,42.0,null,2403,241,null,null,null,24,null,4,null
null,null,44,411,27,null,null,null,null,2016,3,210,null,1557,1233,64,null,null,null,229,4185,567,3,18,null,13,11048,null,138,44,null,null,91.0,3,57,17.0,null,111,3329,8,137,255,null,null,37,73,9327,10091,null,1832,null,61.0,null,30.0,41,70,null,223,null,null,null,null,null,168,13,25,47,null,237,32,null,97.0,null,28,null,37,null,null,null,null,null,321,null,null,1832,null,null,137,null,null,"208011170",81,null,160,null,51,null,null,null,null,null,null,null,10,null,"Brighton East",241,null,3,115.0,null,3548,502,null,null,null,31,3,3,null
null,null,80,251,25,null,null,null,null,2016,3,116,null,998,898,176,null,null,null,214,4633,621,3,31,null,4,10539,null,105,17,null,null,48.0,4,63,2.0,null,100,2670,11,189,118,null,null,73,13,9301,9549,null,1388,null,11.0,null,37.0,19,50,1,278,null,null,null,null,null,219,22,6,55,null,148,13,5,50.0,null,43,null,20,null,null,null,null,null,282,null,null,1388,null,null,189,null,null,"208021176",93,null,245,null,58,null,null,null,null,null,null,null,13,null,"Carnegie",145,null,9,51.0,null,3235,372,null,null,null,25,3,4,null
null,null,126,483,139,null,null,null,9,2016,28,267,null,2789,1642,499,null,null,null,241,6939,1599,3,127,null,16,17024,null,189,86,null,null,146.0,7,98,12.0,null,232,5928,27,522,166,null,null,170,23,13275,14329,null,2669,null,24.0,null,122.0,47,131,4,414,null,null,null,null,null,292,92,12,105,null,297,51,16,147.0,null,171,3,57,null,null,null,null,null,673,null,null,2669,null,null,522,null,null,"206011105",248,null,1026,null,103,null,null,null,null,null,null,null,99,null,"Brunswick",346,null,3,159.0,null,4150,679,null,null,null,66,9,3,null
null,null,97,281,40,null,null,null,3,2016,3,191,null,2570,1452,718,null,null,null,329,6400,975,3,435,null,14,16995,null,171,11,null,null,242.0,5,81,47.0,null,161,5700,13,796,246,null,null,119,78,14048,15124,null,2210,null,40.0,null,202.0,43,117,1,386,null,null,null,null,null,243,35,23,57,null,386,15,6,242.0,null,31,null,30,null,null,null,null,null,334,null,null,2210,null,null,796,null,null,"207021157",138,null,403,null,140,null,null,null,null,null,null,null,30,null,"Doncaster",266,null,5,288.0,null,4883,596,null,null,null,67,10,41,null
null,null,68,282,58,null,null,null,3,2016,5,200,null,1865,1446,57,null,null,null,325,5257,875,null,90,null,9,13260,null,196,25,null,null,49.0,21,58,1.0,null,119,3855,12,96,289,null,null,117,39,11105,11866,null,2219,null,31.0,null,19.0,37,101,null,318,null,null,null,null,null,223,27,30,66,null,408,15,6,50.0,null,41,null,28,null,null,null,null,null,331,null,null,2219,null,null,96,null,null,"207021159",126,null,290,null,87,null,null,null,null,null,null,null,20,null,"Templestowe",259,null,3,52.0,null,4152,628,null,null,null,42,5,3,null
null,null,37,108,29,null,null,null,null,2016,null,74,null,677,437,101,null,null,null,149,3201,578,null,44,null,null,6621,null,27,15,null,null,38.0,null,21,null,null,49,1480,6,134,50,null,null,21,33,5733,5709,null,669,null,17.0,null,21.0,14,15,null,102,null,null,null,null,null,71,5,9,30,null,79,4,null,38.0,null,20,null,9,null,null,null,null,null,244,null,null,669,null,null,134,null,null,"206011109",42,null,218,null,27,null,null,null,null,null,null,null,6,null,"Pascoe Vale South",94,null,3,38.0,null,1940,186,null,null,null,15,3,5,null
null,null,129,496,57,null,null,null,3,2016,8,274,null,2637,1757,346,null,null,null,477,7579,1559,3,207,null,8,18487,null,241,53,null,null,132.0,15,81,11.0,null,160,5159,17,414,353,null,null,139,68,15453,15897,null,2888,null,55.0,null,77.0,51,68,4,459,null,null,null,null,null,315,50,28,106,null,389,17,22,133.0,null,58,null,48,null,null,null,null,null,625,null,null,2888,null,null,414,null,null,"206031114",254,null,433,null,118,null,null,null,null,null,null,null,27,null,"Essendon  Aberfeldie",366,null,3,144.0,null,5749,818,null,null,null,77,9,90,null
null,null,9,10,null,null,null,null,null,2016,null,11,null,null,85,null,null,null,null,9,null,null,3,null,null,null,null,null,null,3,null,null,null,3,3,3.0,null,25,null,null,null,5,null,null,7,null,null,null,null,190,null,null,null,null,3,65,null,11,null,null,null,null,null,8,15,3,5,null,39,null,3,null,null,5,null,null,null,null,null,null,null,null,null,null,190,null,null,null,null,null,"206041127",38,null,null,null,4,null,null,null,null,null,null,null,null,null,"West Melbourne",19,null,3,3.0,null,null,52,null,null,null,5,3,null,null
null,null,null,3,null,null,null,null,null,2016,null,null,null,6,17,null,null,null,null,null,19,3,null,null,null,null,41,null,3,5,null,null,null,null,null,4.0,null,null,12,null,null,null,null,null,3,null,37,38,null,32,null,null,null,null,null,null,null,3,null,null,null,null,null,3,4,5,null,null,null,3,null,null,null,null,null,3,null,null,null,null,null,null,null,null,32,null,null,null,null,null,"206041120",3,null,null,null,null,null,null,null,null,null,null,null,null,null,"Flemington Racecourse",null,null,null,4.0,null,13,4,null,null,null,null,null,null,null
null,null,47,516,174,null,null,null,null,2016,24,213,null,5683,1367,42,null,null,null,187,5356,3111,null,486,null,19,25305,null,132,41,null,null,31.0,14,82,11.0,null,118,14422,15,53,241,null,null,103,11,19503,20630,null,2149,null,21.0,null,10.0,39,77,null,366,null,null,null,null,null,273,40,29,77,null,334,46,7,34.0,null,47,null,27,null,null,null,null,null,562,null,null,2149,null,null,53,null,null,"206051130",160,null,389,null,79,null,null,null,null,null,null,null,51,null,"Port Melbourne",288,null,3,44.0,null,5522,577,null,null,null,60,5,252,null
null,null,66,535,351,null,null,null,8,2016,39,286,null,5362,1705,2842,null,null,null,283,2595,2870,12,335,null,18,16299,null,104,49,null,null,1063.0,12,114,235.0,null,128,9696,16,2842,390,null,null,154,null,10739,12055,null,2679,null,null,null,1063.0,61,115,14,522,null,null,null,null,null,376,136,27,37,null,424,81,20,1076.0,null,48,3,36,null,null,null,null,null,382,null,null,2679,null,null,2842,null,null,"206041126",200,null,318,null,132,null,null,null,null,null,null,null,83,null,"Southbank",378,null,5,1311.0,null,3988,640,null,null,null,68,7,168,null
null,null,21,39,16,null,null,null,null,2016,null,39,null,483,211,null,null,null,null,88,1797,395,null,21,null,null,3831,null,20,4,null,null,1.0,null,12,null,null,19,910,10,null,23,null,null,10,null,3226,3229,null,350,null,1.0,null,null,9,13,null,67,null,null,null,null,null,48,14,3,23,null,23,null,3,1.0,null,22,null,4,null,null,null,null,null,160,null,null,350,null,null,null,null,null,"208031187",26,null,128,null,10,null,null,null,null,null,null,null,null,null,"Chelsea Heights",51,null,null,2.0,null,1127,103,null,null,null,9,null,null,null
null,null,255,4836,273,null,null,null,56,2016,65,1635,null,6681,13720,2001,null,null,null,1389,3743,3468,162,327,null,43,24766,null,517,165,null,null,659.0,117,918,861.0,null,954,16010,16,2002,5303,null,null,1255,1,17605,18882,null,21657,null,3.0,null,655.0,405,718,88,3160,null,null,null,null,null,2090,924,296,425,null,2788,275,133,665.0,null,486,24,376,null,null,null,null,null,1155,null,null,21657,null,null,2002,null,null,"206041122",2043,null,803,null,907,null,null,null,null,null,null,null,562,null,"Melbourne",2327,null,60,1526.0,null,5030,4968,null,null,null,525,76,18,null
null,null,189,290,135,null,null,null,3,2016,13,219,null,2358,1383,148,null,null,null,349,9233,1886,null,191,null,11,18687,null,179,43,null,null,59.0,5,75,8.0,null,176,4291,27,184,169,null,null,104,36,15353,15722,null,2111,null,25.0,null,35.0,41,53,null,346,null,null,null,null,null,255,40,8,85,null,207,24,9,61.0,null,72,3,32,null,null,null,null,null,626,null,null,2111,null,null,184,null,null,"206011108",129,null,1000,null,83,null,null,null,null,null,null,null,79,null,"Coburg",283,null,3,68.0,null,5157,560,null,null,null,58,14,8,null
null,null,31,174,37,null,null,null,3,2016,8,73,null,947,649,23,null,null,null,153,2828,606,null,42,null,8,6615,null,82,28,null,null,24.0,6,22,2.0,null,64,1938,9,49,71,null,null,53,26,5546,5682,null,1037,null,17.0,null,7.0,21,59,null,129,null,null,null,null,null,88,22,10,52,null,133,13,3,24.0,null,51,null,14,null,null,null,null,null,214,null,null,1037,null,null,49,null,null,"206021110",120,null,147,null,35,null,null,null,null,null,null,null,17,null,"Alphington  Fairfield",100,null,3,26.0,null,1829,249,null,null,null,14,3,null,null
null,null,62,393,38,null,null,null,3,2016,null,219,null,1329,1684,93,null,null,null,241,5045,763,null,49,null,3,12922,null,213,32,null,null,72.0,13,94,1.0,null,145,3751,5,139,341,null,null,84,46,11429,11742,null,2401,null,40.0,null,32.0,46,116,null,297,null,null,null,null,null,232,20,22,71,null,425,17,10,73.0,null,59,null,36,null,null,null,null,null,294,null,null,2401,null,null,139,null,null,"208021178",149,null,218,null,56,null,null,null,null,null,null,null,19,null,"Caulfield  South",284,null,3,74.0,null,4126,549,null,null,null,48,9,12,null
null,null,20,8,null,null,null,null,null,2016,null,6,null,null,58,null,null,null,null,3,null,null,null,null,null,null,null,null,5,3,null,null,null,null,5,83.0,null,9,null,null,null,10,null,null,3,null,null,null,null,109,null,null,null,null,4,4,null,6,null,null,null,null,null,3,7,null,4,null,16,3,null,null,null,10,null,null,null,null,null,null,null,null,null,null,109,null,null,null,null,null,"210011227",22,null,null,null,null,null,null,null,null,null,null,null,null,null,"Essendon Airport",11,null,3,83.0,null,null,22,null,null,null,3,3,null,null
null,null,88,124,50,null,null,null,null,2016,5,82,null,704,446,26,null,null,null,32,2415,425,null,43,null,3,5592,null,57,40,null,null,14.0,3,31,1.0,null,38,1466,10,30,59,null,null,38,4,4752,4812,null,667,null,5.0,null,9.0,13,17,1,124,null,null,null,null,null,90,12,12,11,null,71,21,3,20.0,null,16,null,12,null,null,null,null,null,208,null,null,667,null,null,30,null,null,"206031115",46,null,143,null,35,null,null,null,null,null,null,null,26,null,"Flemington",101,null,null,22.0,null,1711,163,null,null,null,21,3,13,null
null,null,51,290,39,null,null,null,null,2016,5,152,null,1216,1019,179,null,null,null,238,3795,774,null,50,null,null,9135,null,183,26,null,null,63.0,11,76,9.0,null,113,2585,3,203,212,null,null,94,24,7726,7892,null,1745,null,18.0,null,45.0,34,48,1,268,null,null,null,null,null,183,29,15,80,null,205,13,9,64.0,null,40,null,21,null,null,null,null,null,348,null,null,1745,null,null,203,null,null,"206031116",166,null,233,null,70,null,null,null,null,null,null,null,21,null,"Moonee Ponds",201,null,null,73.0,null,2757,530,null,null,null,40,7,3,null
null,null,60,444,70,null,null,null,3,2016,3,201,null,3069,1403,23,null,null,null,526,7931,2115,3,196,null,7,18693,null,142,47,null,null,35.0,6,81,11.0,null,129,4867,24,70,230,null,null,55,47,15086,15422,null,2360,null,31.0,null,5.0,31,75,2,272,null,null,null,null,null,210,35,32,96,null,220,44,3,37.0,null,92,3,45,null,null,null,null,null,829,null,null,2360,null,null,70,null,null,"209031209",186,null,572,null,62,null,null,null,null,null,null,null,20,null,"Eltham",268,null,3,48.0,null,5882,734,null,null,null,62,7,14,null
null,null,8,38,17,null,null,null,null,2016,null,26,null,758,213,6,null,null,null,126,1783,639,null,78,null,null,3244,null,16,5,null,null,5.0,3,16,null,null,26,601,7,14,15,null,null,17,8,2332,2276,null,349,null,4.0,null,1.0,3,12,null,42,null,null,null,null,null,21,4,9,20,null,21,3,null,6.0,null,9,null,6,null,null,null,null,null,209,null,null,349,null,null,14,null,null,"209031210",27,null,157,null,16,null,null,null,null,null,null,null,7,null,"Hurstbridge",34,null,null,6.0,null,843,103,null,null,null,4,null,11,null
null,null,16,27,24,null,null,null,3,2016,7,47,null,945,228,null,null,null,null,113,2123,858,null,92,null,null,3789,null,9,null,null,null,7.0,null,16,null,null,18,701,15,22,16,null,null,7,22,2602,2459,null,363,null,7.0,null,null,3,23,null,52,null,null,null,null,null,33,4,49,14,null,16,5,3,7.0,null,22,null,3,null,null,null,null,null,301,null,null,363,null,null,22,null,null,"209031211",30,null,262,null,12,null,null,null,null,null,null,null,20,null,"Kinglake",63,null,3,8.0,null,950,107,null,null,null,11,3,13,null
null,null,33,244,28,null,null,null,null,2016,4,114,null,1204,822,375,null,null,null,140,3551,542,null,67,null,5,8376,null,185,17,null,null,115.0,9,54,5.0,null,87,2295,10,418,153,null,null,57,43,7038,7442,null,1317,null,28.0,null,87.0,23,45,1,184,null,null,null,null,null,134,21,13,39,null,156,11,5,116.0,null,33,3,25,null,null,null,null,null,257,null,null,1317,null,null,418,null,null,"209011200",103,null,162,null,45,null,null,null,null,null,null,null,10,null,"Ivanhoe",153,null,3,121.0,null,2525,367,null,null,null,34,5,16,null
null,null,85,388,26,null,null,null,3,2016,4,218,null,966,1489,144,null,null,null,213,2302,426,3,144,null,6,6053,null,215,38,null,null,38.0,15,89,33.0,null,128,2042,11,144,284,null,null,194,null,4804,5133,null,2354,null,5.0,null,33.0,44,54,8,343,null,null,null,null,null,256,75,20,51,null,411,42,13,43.0,null,57,3,33,null,null,null,null,null,251,null,null,2354,null,null,144,null,null,"206041117",242,null,298,null,77,null,null,null,null,null,null,null,25,null,"Carlton",279,null,4,76.0,null,1714,547,null,null,null,39,10,33,null
