empl_ind_construction_%, agri_gross_value_livestock_m$, indstry_bus_trnsprt_pst_wrhsng_cnt, indstry_bus_prof_sci_tech_cnt, vhcl_light_rigid_truck, insolv_tot_debator_entr_bus_rel_per_insolv, agri_meat_chiecken_cnt, agri_broadacre_tot_area, bus_exit_20_plus_emply_cnt, year, vhcl_non_freight_truck, bus_exit_no_emply_cnt, empl_ind_admin_safety_%, fuel_type_diesel, bus_no_emply_cnt, bld_app_priv_dwl_exc_hs_cnt, sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income, empl_ind_mnfctrng_%, res_prop_att_dwl_trnsfrs_cnt, indstry_bus_construction_cnt, vhcl_reg_over_10_yrs, vhcl_light_commercial, indstry_bus_mining_cnt, vhcl_heavy_rigid_truck, occ_debtor_service_worker, fuel_type_electric, vhcl_tot, p_t_trdmrk_apps_cnt, indstry_bus_hlth_soc_ass_cnt, indstry_bus_art_rec_cnt, agri_meat_cattle_cnt, empl_ind_admin_supp_%, bld_app_tot_priv_dwl_val_aud, bus_exit_5_19_emply_cnt, indstry_bus_admin_supp_cnt, bld_app_tot_non_res_bld_val_aud, occ_debtor_technician_trade, indstry_bus_retail_trd_cnt, vhcl_reg_less_than_5_yrs, vhcl_campervans, bld_app_tot_priv_dwl_cnt, indstry_bus_financ_insur_cnt, agri_gross_value_agri_production_m$, empl_ind_whlsle_trd_%, indstry_bus_accom_food_cnt, bld_app_priv_hse_cnt, fuel_type_petrol, vhcl_passenger, occ_debtor_professional, indstry_bus_tot_cnt, empl_ind_oth_serv_%, bld_app_priv_hse_val_aud, sel_cause_bus_rel_insolv_caused_by_economic, bld_app_priv_dwl_exc_hs_val_aud, indstry_bus_current_unkwn_cnt, indstry_bus_whlsle_trd_cnt, tourist_accom_over_15_rooms, bus_entr_tot_cnt, agri_area_holding, empl_ind_mining_%, occ_debtor_other_unkwn, empl_ind_edu_train_%, agri_veg_human_consumption, bus_entr_no_emply_cnt, bus_20_plus_emply_cnt, indstry_bus_ag_frst_fsh_cnt, indstry_bus_oth_serv_cnt, p_t_patent_apps_cnt, indstry_bus_rent_rl_est_cnt, indstry_bus_infomedia_telecom_cnt, bus_entr_5_19_emply_cnt, bld_app_tot_res_bld_val_aud, occ_debtor_sales_worker, indstry_bus_mnfctrng_cnt, bus_entr_20_plus_emply_cnt, indstry_bus_edu_train_cnt, agri_gross_value_crops_m$, res_prop_att_dwl_med_sal_prc_aud, empl_ind_hlth_soc_assist_%, agri_fruit_nut_orchard_tree, occ_debtor_machinery_op_driver, vhcl_motorcycles, empl_ind_ag_frst_fsh_%, empl_tot, bus_tot_cnt, agri_dairy_cattle_cnt, occ_debtor_labourer, bld_app_tot_dwl_cnt, empl_ind_prof_sci_tech_cnt_%, agri_sheep_cnt, sa2_main16, bus_5_19_emply_cnt, empl_ind_retail_trd_%, fuel_type_lpg_dual_other, insolv_tot_debator_entr_per_insolv, bus_entr_1_4_emply_cnt, occ_debtor_clerical_admin, empl_ind_trnsprt_pst_wrhsng_%, sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use, empl_ind_elc_gs_wtr_wst_%, res_prop_hse_med_sal_prc_aud, empl_ind_rent_rl_est_%, agri_pig_cnt, vhcl_buses, insolv_tot_debator_entr_non_bus_rel_per_insolv, sa2_name16, bus_exit_tot_cnt, empl_ind_financ_insur_%, indstry_bus_elc_gs_wtr_wst_cnt, bld_app_tot_bld_val_aud, res_prop_hse_trnsfs_cnt, vhcl_reg_5_to_10, bus_1_4_emply_cnt, empl_ind_accom_food_%, empl_ind_art_rec_%, occ_debtor_manager, bus_exit_1_4_emply_cnt, indstry_bus_pub_admin_safety_cnt, vhcl_articulated_truck, empl_ind_infomedia_telecom_%
null,null,132,109,80,null,null,null,null,2016,4,101,null,1533,740,426,null,null,null,220,5080,1406,null,136,null,10,10046,null,87,11,null,null,131.0,3,48,15.0,null,85,2241,20,495,70,null,null,34,69,8080,7945,null,1290,null,21.0,null,110.0,24,83,null,185,null,null,null,null,null,130,53,10,79,null,121,11,4,147.0,null,152,null,8,null,null,null,null,null,301,null,null,1290,null,null,559,null,null,"209011199",162,null,519,null,49,null,null,null,null,null,null,null,148,null,"Heidelberg West",134,null,null,162.0,null,2737,332,null,null,null,30,8,6,null
null,null,26,220,18,null,null,null,null,2016,null,86,null,750,785,81,null,null,null,117,2479,394,null,33,null,3,5823,null,122,15,null,null,52.0,5,27,2.0,null,55,1602,7,108,165,null,null,35,27,4962,5180,null,1132,null,30.0,null,22.0,12,36,null,136,null,null,null,null,null,110,9,29,19,null,198,19,null,52.0,null,24,null,16,null,null,null,null,null,177,null,null,1132,null,null,108,null,null,"209011201",68,null,124,null,20,null,null,null,null,null,null,null,8,null,"Ivanhoe East  Eaglemont",115,null,4,54.0,null,1743,274,null,null,null,21,3,6,null
null,null,48,217,42,null,null,null,null,2016,7,131,null,1725,889,26,null,null,null,389,5556,1319,null,70,null,7,12313,null,63,17,null,null,31.0,5,47,3.0,null,73,3064,33,64,184,null,null,34,38,10200,10309,null,1411,null,23.0,null,9.0,19,33,null,177,null,null,null,null,null,124,10,15,55,null,136,25,3,32.0,null,31,null,30,null,null,null,null,null,499,null,null,1411,null,null,64,null,null,"209011202",88,null,385,null,53,null,null,null,null,null,null,null,29,null,"Montmorency  Briar Hill",174,null,null,35.0,null,3669,425,null,null,null,39,null,5,null
null,null,49,84,18,null,null,null,null,2016,null,51,null,547,339,2,null,null,null,105,1937,369,null,25,null,null,4331,null,43,5,null,null,9.0,5,27,5.0,null,36,1147,5,15,35,null,null,31,13,3645,3710,null,571,null,8.0,null,1.0,11,31,1,119,null,null,null,null,null,86,11,null,13,null,63,7,8,9.0,null,21,null,6,null,null,null,null,null,118,null,null,571,null,null,15,null,null,"209041216",47,null,147,null,35,null,null,null,null,null,null,null,86,null,"Bundoora  North",69,null,null,14.0,null,1250,165,null,null,null,14,3,null,null
null,null,161,41,35,null,null,null,null,2016,6,81,null,818,407,93,null,null,null,119,2985,668,null,122,null,26,6260,null,24,5,null,null,40.0,3,31,41.0,null,45,1468,6,193,24,null,null,25,100,5140,5196,null,613,null,24.0,null,16.0,7,26,null,147,null,null,null,null,null,103,5,4,29,null,32,3,8,40.0,null,22,null,6,null,null,null,null,null,188,null,null,613,null,null,193,null,null,"209041433",36,null,328,null,41,null,null,null,null,null,null,null,15,null,"Epping  West",110,null,3,81.0,null,1799,156,null,null,null,20,4,24,null
null,null,153,100,53,null,null,null,null,2016,null,129,null,1344,730,null,null,null,null,304,6513,1253,null,124,null,3,13229,null,54,18,null,null,4.0,4,52,3.0,null,66,2937,11,12,101,null,null,61,12,11345,11318,null,1183,null,4.0,null,null,22,35,1,210,null,null,null,null,null,159,16,4,48,null,107,8,4,4.0,null,34,null,14,null,null,null,null,null,428,null,null,1183,null,null,12,null,null,"209041220",71,null,548,null,52,null,null,null,null,null,null,null,19,null,"Mill Park  North",164,null,3,7.0,null,3779,361,null,null,null,26,5,23,null
null,null,72,120,67,null,null,null,null,2016,4,109,null,1500,853,12,null,null,null,243,3882,966,3,151,null,null,9635,null,74,12,null,null,80.0,5,47,91.0,null,70,2927,10,250,133,null,null,67,238,7814,7712,null,1458,null,78.0,null,2.0,18,49,4,188,null,null,null,null,null,121,29,126,73,null,266,6,4,80.0,null,48,null,26,null,null,null,null,null,595,null,null,1458,null,null,250,null,null,"213051368",143,null,355,null,58,null,null,null,null,null,null,null,22,null,"Werribee  South",149,null,7,171.0,null,2824,434,null,null,null,35,5,108,null
null,null,141,83,40,null,null,null,null,2016,null,123,null,1611,509,8,null,null,null,179,6630,1448,null,104,null,3,14127,null,44,6,null,null,85.0,3,47,9.0,null,30,3332,20,352,34,null,null,37,344,11783,11875,null,750,null,84.0,null,1.0,21,9,null,179,null,null,null,null,null,131,3,3,46,null,26,3,3,86.0,null,21,null,19,null,null,null,null,null,598,null,null,750,null,null,352,null,null,"213051369",26,null,741,null,50,null,null,null,null,null,null,null,11,null,"Wyndham Vale",152,null,5,94.0,null,4160,212,null,null,null,21,7,31,null
null,null,209,83,46,null,null,null,null,2016,5,114,null,1370,652,81,null,null,null,294,5136,1067,null,144,null,3,11457,null,37,11,null,null,39.0,5,46,1.0,null,57,2809,12,140,49,null,null,55,59,9611,9739,null,1022,null,22.0,null,17.0,24,25,null,236,null,null,null,null,null,154,4,6,33,null,54,8,5,39.0,null,14,null,7,null,null,null,null,null,387,null,null,1022,null,null,140,null,null,"213041360",43,null,485,null,78,null,null,null,null,null,null,null,21,null,"Taylors Hill",157,null,null,40.0,null,3507,313,null,null,null,33,5,36,null
null,null,85,57,36,null,null,null,null,2016,null,62,null,905,412,8,null,null,null,167,4387,844,null,83,null,null,8909,null,38,10,null,null,2.0,5,38,2.0,null,23,1978,7,14,37,null,null,21,6,7642,7623,null,614,null,1.0,null,1.0,3,23,null,107,null,null,null,null,null,70,3,null,24,null,48,3,null,3.0,null,17,null,3,null,null,null,null,null,288,null,null,614,null,null,14,null,null,"209041221",21,null,369,null,33,null,null,null,null,null,null,null,13,null,"Mill Park  South",81,null,8,5.0,null,2545,175,null,null,null,18,null,15,null
null,null,324,126,273,null,null,null,null,2016,19,238,null,3355,1411,55,null,null,null,413,9516,2883,3,606,null,8,18233,null,57,20,null,null,15.0,12,74,41.0,null,174,3778,16,84,153,null,null,59,29,14064,13927,null,2588,null,6.0,null,8.0,30,244,1,355,null,null,null,null,null,253,93,16,176,null,316,8,16,15.0,null,359,3,17,null,null,null,null,null,409,null,null,2588,null,null,85,null,null,"209041223",418,null,990,null,92,null,null,null,null,null,null,null,35,null,"Thomastown",311,null,7,56.0,null,4919,668,null,null,null,57,15,65,null
null,null,49,57,63,null,null,null,null,2016,17,66,null,1935,467,12,null,null,null,239,4148,1674,3,253,null,null,7815,null,25,6,null,null,30.0,3,23,3.0,null,36,1607,21,106,45,null,null,19,94,5425,5202,null,749,null,29.0,null,2.0,10,18,null,93,null,null,null,null,null,64,4,56,45,null,52,10,3,31.0,null,29,null,12,null,null,null,null,null,518,null,null,749,null,null,106,null,null,"209041225",47,null,478,null,29,null,null,null,null,null,null,null,27,null,"Whittlesea",96,null,4,34.0,null,2030,225,null,null,null,26,3,40,null
null,null,91,44,41,null,null,null,3,2016,5,86,null,1689,398,72,null,null,null,180,4801,1350,3,126,null,3,11975,null,41,3,null,null,20.0,4,31,1.0,null,48,3379,15,93,25,null,null,46,21,9858,9866,null,652,null,5.0,null,15.0,11,16,null,108,null,null,null,null,null,72,4,3,32,null,44,3,9,20.0,null,18,null,3,null,null,null,null,null,536,null,null,652,null,null,93,null,null,"209041436",51,null,441,null,32,null,null,null,null,null,null,null,12,null,"South Morang (South)",102,null,3,20.0,null,3783,196,null,null,null,15,3,24,null
null,null,150,162,51,null,null,null,4,2016,5,168,null,1191,1247,5,null,null,null,491,3201,925,3,125,null,4,7248,null,40,15,null,null,11.0,18,70,31.0,null,122,1776,42,23,218,null,null,53,18,5843,5799,null,2331,null,10.0,null,1.0,29,222,2,244,null,null,null,null,null,161,138,21,112,null,350,11,14,12.0,null,232,4,17,null,null,null,null,null,272,null,null,2331,null,null,23,null,null,"210011228",348,null,240,null,67,null,null,null,null,null,null,null,21,null,"Keilor",244,null,5,42.0,null,2257,600,null,null,null,58,14,8,null
null,null,51,121,45,null,null,null,null,2016,7,79,null,1684,550,102,null,null,null,151,3277,876,null,279,null,null,8674,null,50,6,null,null,61.0,null,22,1.0,null,55,2888,13,166,107,null,null,37,64,6799,6950,null,850,null,39.0,null,23.0,16,31,null,120,null,null,null,null,null,94,10,5,23,null,116,5,null,62.0,null,31,null,11,null,null,null,null,null,273,null,null,850,null,null,166,null,null,"210011231",50,null,219,null,29,null,null,null,null,null,null,null,7,null,"Strathmore",100,null,null,63.0,null,2520,240,null,null,null,24,5,224,null
null,null,81,97,71,null,null,null,3,2016,6,91,null,1673,702,null,null,null,null,345,3613,1116,3,233,null,null,7913,null,40,6,null,null,25.0,5,31,9.0,null,52,1887,22,39,108,null,null,31,39,5905,5988,null,1106,null,25.0,null,null,18,38,null,135,null,null,null,null,null,95,13,39,33,null,138,3,null,26.0,null,38,3,6,null,null,null,null,null,433,null,null,1106,null,null,39,null,null,"212021299",69,null,357,null,38,null,null,null,null,null,null,null,15,null,"Narre Warren North",122,null,3,35.0,null,2402,326,null,null,null,26,3,29,null
null,null,27,218,74,null,null,null,3,2016,14,125,null,1954,844,null,null,null,null,379,3975,1209,null,148,null,10,9114,null,74,11,null,null,21.0,3,32,5.0,null,65,2348,23,27,157,null,null,38,27,6878,7089,null,1396,null,21.0,null,null,19,44,null,168,null,null,null,null,null,129,15,30,43,null,170,13,3,22.0,null,50,null,20,null,null,null,null,null,523,null,null,1396,null,null,27,null,null,"211021262",94,null,296,null,34,null,null,null,null,null,null,null,15,null,"Warrandyte  Wonga Park",161,null,6,28.0,null,2759,448,null,null,null,31,null,19,null
null,null,82,54,45,null,null,null,3,2016,5,64,null,1361,530,null,null,null,null,297,3913,1025,3,167,null,3,8979,null,5,35,null,null,21.0,3,33,1.0,null,32,2382,17,70,54,null,null,3,70,7202,7289,null,905,null,21.0,null,null,17,22,null,127,null,null,null,null,null,94,8,91,32,null,92,null,null,21.0,null,31,3,null,null,null,null,null,null,369,null,null,905,null,null,70,null,null,"212031303",71,null,439,null,26,null,null,null,null,null,null,null,28,null,"Cranbourne South",79,null,3,22.0,null,2682,290,null,null,null,12,null,34,null
null,null,49,161,80,null,null,null,null,2016,9,87,null,2734,697,9,null,null,null,289,5195,1919,null,222,null,null,11318,null,57,20,null,null,42.0,7,49,12.0,null,67,2762,37,118,108,null,null,37,109,8083,8319,null,1186,null,40.0,null,1.0,24,37,null,135,null,null,null,null,null,89,18,69,53,null,98,7,3,43.0,null,49,null,16,null,null,null,null,null,657,null,null,1186,null,null,118,null,null,"210021232",103,null,547,null,43,null,null,null,null,null,null,null,13,null,"Gisborne",142,null,3,55.0,null,3336,368,null,null,null,39,9,62,null
null,null,5,69,18,null,null,null,null,2016,null,35,null,785,206,null,null,null,null,69,1545,506,null,33,null,3,3164,null,11,10,null,null,5.0,null,17,null,null,18,678,18,3,32,null,null,16,3,2257,2397,null,329,null,5.0,null,null,6,6,1,43,null,null,null,null,null,28,3,26,4,null,26,5,null,5.0,null,7,null,12,null,null,null,null,null,189,null,null,329,null,null,3,null,null,"210021233",17,null,127,null,9,null,null,null,null,null,null,null,3,null,"Macedon",42,null,null,5.0,null,942,106,null,null,null,7,null,null,null
null,null,18,41,27,null,null,null,null,2016,4,24,null,947,210,9,null,null,null,111,1979,772,null,59,null,null,3859,null,13,5,null,null,9.0,3,16,1.0,null,11,849,15,36,17,null,null,3,27,2662,2742,null,345,null,7.0,null,2.0,4,8,null,35,null,null,null,null,null,24,3,27,21,null,13,5,3,9.0,null,19,null,5,null,null,null,null,null,233,null,null,345,null,null,36,null,null,"210021234",23,null,274,null,11,null,null,null,null,null,null,null,3,null,"Riddells Creek",30,null,3,10.0,null,1042,112,null,null,null,6,null,4,null
null,null,73,76,35,null,null,null,3,2016,4,91,null,620,546,117,null,null,null,155,2430,496,null,50,null,3,4917,null,19,12,null,null,66.0,3,27,6.0,null,71,1129,7,233,53,null,null,32,116,4042,4139,null,994,null,39.0,null,27.0,8,79,2,156,null,null,null,null,null,104,29,3,109,null,139,5,12,67.0,null,130,null,9,null,null,null,null,null,165,null,null,994,null,null,234,null,null,"210031236",138,null,263,null,40,null,null,null,null,null,null,null,21,null,"Coburg North",118,null,null,73.0,null,1358,280,null,null,null,19,3,null,null
null,null,124,49,41,null,null,null,null,2016,4,69,null,1173,359,22,null,null,null,144,3860,952,null,128,null,null,8321,null,16,6,null,null,111.0,null,36,30.0,null,20,2017,19,456,10,null,null,20,434,6705,6761,null,505,null,107.0,null,4.0,10,9,null,146,null,null,null,null,null,113,3,9,30,null,10,4,3,111.0,null,8,null,4,null,null,null,null,null,365,null,null,505,null,null,456,null,null,"212031304",7,null,451,null,31,null,null,null,null,null,null,null,25,null,"Cranbourne West",90,null,null,141.0,null,2435,132,null,null,null,17,null,26,null
null,null,233,72,55,null,null,null,null,2016,9,126,null,949,650,43,null,null,null,146,5263,845,null,71,null,6,9307,null,48,null,null,null,20.0,3,47,2.0,null,70,1817,31,98,34,null,null,28,55,7790,8048,null,912,null,11.0,null,8.0,26,29,2,208,null,null,null,null,null,159,11,7,52,null,45,10,null,20.0,null,41,null,13,null,null,null,null,null,222,null,null,912,null,null,98,null,null,"210031237",35,null,654,null,47,null,null,null,null,null,null,null,19,null,"Fawkner",155,null,3,22.0,null,2215,221,null,null,null,28,9,7,null
null,null,16,15,16,null,null,null,null,2016,null,15,null,258,115,null,null,null,null,43,1053,221,null,28,null,null,2235,null,4,3,null,null,4.0,null,11,null,null,14,629,4,11,13,null,null,7,11,1884,1896,null,165,null,4.0,null,null,3,4,null,40,null,null,null,null,null,25,null,null,7,null,11,null,null,4.0,null,9,null,6,null,null,null,null,null,56,null,null,165,null,null,11,null,null,"210031439",13,null,97,null,12,null,null,null,null,null,null,null,8,null,"Gowanbrae",21,null,null,4.0,null,551,38,null,null,null,3,3,4,null
null,null,292,112,444,null,null,null,3,2016,48,247,null,4926,1435,7,null,null,null,432,8814,3418,3,1080,null,8,17564,null,54,9,null,null,5.0,18,109,70.0,null,191,3938,37,23,115,null,null,66,16,11714,11645,null,2781,null,4.0,null,1.0,53,335,2,426,null,null,null,null,null,296,175,7,178,null,295,8,27,6.0,null,488,3,8,null,null,null,null,null,481,null,null,2781,null,null,23,null,null,"210051243",465,null,1152,null,101,null,null,null,null,null,null,null,130,null,"Campbellfield  Coolaroo",344,null,26,75.0,null,4807,700,null,null,null,68,9,281,null
null,null,149,92,87,null,null,null,null,2016,7,127,null,2022,975,31,null,null,null,392,5820,1521,null,269,null,10,12866,null,52,20,null,null,122.0,6,71,6.0,null,100,3103,10,461,131,null,null,58,430,10333,10385,null,1472,null,116.0,null,6.0,30,41,null,257,null,null,null,null,null,188,12,35,49,null,190,9,5,123.0,null,37,null,11,null,null,null,null,null,512,null,null,1472,null,null,461,null,null,"210051246",74,null,542,null,70,null,null,null,null,null,null,null,21,null,"Greenvale  Bulla",157,null,4,129.0,null,3936,408,null,null,null,25,5,54,null
null,null,101,23,40,null,null,null,null,2016,8,66,null,820,269,10,null,null,null,84,3409,668,null,113,null,null,6905,null,19,3,null,null,3.0,null,20,3.0,null,25,1484,8,18,10,null,null,16,8,5679,5818,null,381,null,1.0,null,2.0,5,9,null,79,null,null,null,null,null,65,3,3,17,null,14,3,null,3.0,null,18,null,6,null,null,null,null,null,211,null,null,381,null,null,18,null,null,"210051441",16,null,421,null,15,null,null,null,null,null,null,null,14,null,"Craigieburn  Central",72,null,null,5.0,null,2011,104,null,null,null,6,3,25,null
null,null,289,59,130,null,null,null,null,2016,21,151,null,2827,936,3,null,null,null,264,8607,1967,null,563,null,3,17994,null,59,10,null,null,33.0,3,134,30.0,null,72,4070,20,136,55,null,null,48,133,14215,14429,null,1348,null,32.0,null,null,28,62,null,290,null,null,null,null,null,225,33,7,57,null,96,6,6,33.0,null,71,3,11,null,null,null,null,null,608,null,null,1348,null,null,136,null,null,"210051249",92,null,1055,null,55,null,null,null,null,null,null,null,52,null,"Roxburgh Park  Somerton",184,null,7,63.0,null,5320,288,null,null,null,34,5,204,null
null,null,33,116,31,null,null,null,null,2016,null,72,null,966,500,2,null,null,null,115,3483,613,null,55,null,4,7728,null,63,4,null,null,22.0,11,36,3.0,null,82,2045,11,49,104,null,null,74,47,6540,6727,null,824,null,21.0,null,1.0,7,36,1,141,null,null,null,null,null,86,10,8,21,null,76,7,3,22.0,null,20,null,9,null,null,null,null,null,193,null,null,824,null,null,49,null,null,"211041269",83,null,229,null,47,null,null,null,null,null,null,null,98,null,"Forest Hill",97,null,null,26.0,null,2201,228,null,null,null,17,3,null,null
null,null,28,15,7,null,null,null,null,2016,null,32,null,155,162,null,null,null,null,66,643,126,null,21,null,null,1302,null,3,3,null,null,127.0,null,8,37.0,null,5,280,null,541,21,null,null,4,541,1071,1097,null,232,null,127.0,null,null,3,9,null,34,null,null,null,null,null,28,4,16,4,null,23,null,null,127.0,null,10,null,null,null,null,null,null,null,40,null,null,232,null,null,541,null,null,"210051445",11,null,79,null,4,null,null,null,null,null,null,null,3,null,"Mickleham  Yuroke",40,null,null,164.0,null,379,57,null,null,null,10,3,5,null
null,null,79,142,201,null,null,null,null,2016,46,129,null,2714,867,32,null,null,null,332,5548,2093,null,392,null,5,12018,null,28,26,null,null,20.0,10,56,12.0,null,122,3106,21,75,118,null,null,49,43,8790,8668,null,1877,null,13.0,null,7.0,19,208,null,215,null,null,null,null,null,144,103,3,150,null,174,10,13,20.0,null,343,null,18,null,null,null,null,null,405,null,null,1877,null,null,75,null,null,"211011251",328,null,619,null,61,null,null,null,null,null,null,null,24,null,"Bayswater",182,null,4,32.0,null,3351,586,null,null,null,41,3,168,null
null,null,42,70,32,null,null,null,null,2016,3,49,null,899,399,null,null,null,null,164,2604,740,null,81,null,null,5723,null,22,12,null,null,15.0,3,30,null,null,33,1432,9,22,90,null,null,4,22,4588,4589,null,638,null,15.0,null,null,7,31,null,78,null,null,null,null,null,64,3,9,25,null,62,5,null,16.0,null,18,null,4,null,null,null,null,null,247,null,null,638,null,null,22,null,null,"211011255",38,null,241,null,13,null,null,null,null,null,null,null,14,null,"Lysterfield",67,null,3,16.0,null,1681,195,null,null,null,13,null,8,null
null,null,235,70,53,null,null,null,null,2016,8,133,null,1382,722,30,null,null,null,239,9080,1416,null,142,null,5,16361,null,62,11,null,null,15.0,3,81,2.0,null,69,2810,19,74,30,null,null,33,44,14027,14212,null,1020,null,10.0,null,5.0,16,28,null,236,null,null,null,null,null,178,6,4,50,null,50,3,3,15.0,null,24,null,12,null,null,null,null,null,454,null,null,1020,null,null,74,null,null,"212031305",44,null,948,null,54,null,null,null,null,null,null,null,40,null,"Hampton Park  Lynbrook",162,null,5,18.0,null,4459,249,null,null,null,30,8,17,null
null,null,61,108,47,null,null,null,null,2016,null,76,null,1146,542,3,null,null,null,174,3418,829,null,62,null,4,8478,null,48,9,null,null,5.0,null,55,1.0,null,57,2378,10,11,72,null,null,32,8,7073,7212,null,851,null,4.0,null,1.0,6,45,1,137,null,null,null,null,null,103,15,9,46,null,90,5,3,5.0,null,28,null,10,null,null,null,null,null,298,null,null,851,null,null,11,null,null,"211011258",48,null,276,null,31,null,null,null,null,null,null,null,8,null,"Rowville  South",95,null,null,6.0,null,2687,251,null,null,null,18,3,12,null
null,null,53,155,37,null,null,null,3,2016,5,113,null,1241,600,4,null,null,null,189,4731,822,null,68,null,3,10888,null,80,10,null,null,15.0,3,41,4.0,null,72,2860,14,31,87,null,null,39,27,9285,9624,null,948,null,14.0,null,1.0,9,42,2,152,null,null,null,null,null,98,16,10,38,null,80,12,3,16.0,null,23,null,15,null,null,null,null,null,285,null,null,948,null,null,31,null,null,"211011259",63,null,374,null,45,null,null,null,null,null,null,null,21,null,"Wantirna",142,null,5,19.0,null,3299,272,null,null,null,25,3,12,null
null,null,59,128,74,null,null,null,3,2016,7,113,null,2065,639,71,null,null,null,314,5973,1719,null,191,null,4,12985,null,41,17,null,null,25.0,3,50,10.0,null,73,3213,20,111,74,null,null,39,40,10372,10353,null,1191,null,14.0,null,11.0,24,55,1,155,null,null,null,null,null,104,21,10,98,null,91,15,4,25.0,null,79,null,17,null,null,null,null,null,570,null,null,1191,null,null,111,null,null,"211011448",117,null,559,null,48,null,null,null,null,null,null,null,32,null,"Ferntree Gully (South)  Upper Ferntree Gully",146,null,5,35.0,null,3786,408,null,null,null,25,4,19,null
null,null,51,245,78,null,null,null,3,2016,12,137,null,1597,840,17,null,null,null,242,5098,1073,null,52,null,3,12017,null,83,13,null,null,26.0,6,68,26.0,null,104,3415,22,63,116,null,null,57,46,10082,10403,null,1453,null,22.0,null,4.0,19,97,null,221,null,null,null,null,null,160,35,12,70,null,156,13,3,26.0,null,63,null,21,null,null,null,null,null,338,null,null,1453,null,null,64,null,null,"211041270",155,null,343,null,64,null,null,null,null,null,null,null,28,null,"Mitcham (Vic.)",179,null,null,52.0,null,3492,417,null,null,null,30,3,11,null
null,null,26,56,79,null,null,null,3,2016,8,67,null,1399,378,19,null,null,null,240,3864,1214,3,149,null,null,7738,null,14,13,null,null,16.0,3,27,null,null,39,1779,19,65,41,null,null,20,46,5969,5841,null,716,null,12.0,null,4.0,10,40,1,81,null,null,null,null,null,55,28,17,41,null,62,3,3,16.0,null,73,null,6,null,null,null,null,null,399,null,null,716,null,null,65,null,null,"211051277",77,null,400,null,31,null,null,null,null,null,null,null,16,null,"Kilsyth",86,null,3,16.0,null,2085,244,null,null,null,18,3,13,null
null,null,59,299,52,null,null,null,6,2016,null,135,null,1941,1163,18,null,null,null,352,5431,1086,null,130,null,11,12717,null,118,22,null,null,39.0,5,60,12.0,null,96,3426,24,58,233,null,null,36,40,10470,10896,null,1822,null,34.0,null,5.0,18,82,null,209,null,null,null,null,null,156,17,32,50,null,253,20,null,40.0,null,50,null,34,null,null,null,null,null,493,null,null,1822,null,null,58,null,null,"211021261",114,null,302,null,52,null,null,null,null,null,null,null,29,null,"Donvale  Park Orchards",183,null,3,52.0,null,3854,530,null,null,null,31,8,7,null
null,null,38,113,98,null,null,null,null,2016,3,98,null,1409,508,32,null,null,null,243,4377,1079,null,100,null,4,9499,null,32,8,null,null,44.0,3,39,8.0,null,48,2437,16,132,89,null,null,29,100,7734,7761,null,860,null,36.0,null,8.0,18,30,1,119,null,null,null,null,null,86,6,14,34,null,75,10,3,45.0,null,35,null,11,null,null,null,null,null,391,null,null,860,null,null,132,null,null,"211031451",60,null,367,null,32,null,null,null,null,null,null,null,40,null,"Croydon  West",124,null,null,53.0,null,2684,281,null,null,null,20,9,11,null
null,null,38,151,39,null,null,null,null,2016,null,76,null,910,510,17,null,null,null,154,3282,585,null,26,null,36,7755,null,47,5,null,null,21.0,6,41,14.0,null,58,2095,9,53,67,null,null,35,36,6631,6889,null,858,null,17.0,null,4.0,11,64,null,126,null,null,null,null,null,75,15,12,42,null,72,4,null,22.0,null,37,null,22,null,null,null,null,null,191,null,null,858,null,null,53,null,null,"211041272",76,null,240,null,41,null,null,null,null,null,null,null,16,null,"Vermont",105,null,3,36.0,null,2379,256,null,null,null,26,4,null,null
null,null,24,73,79,null,null,null,null,2016,3,70,null,1384,437,null,null,null,null,166,3155,1150,null,166,null,6,5617,null,17,4,null,null,3.0,6,21,2.0,null,60,1019,20,6,46,null,null,20,6,3901,3758,null,776,null,3.0,null,null,10,61,null,81,null,null,null,null,null,55,18,120,31,null,60,null,null,4.0,null,32,null,5,null,null,null,null,null,359,null,null,776,null,null,6,null,null,"211051279",90,null,347,null,21,null,null,null,null,null,null,null,27,null,"Monbulk  Silvan",90,null,3,6.0,null,1426,236,null,null,null,22,7,55,null
null,null,59,173,33,null,null,null,null,2016,null,105,null,1052,683,62,null,null,null,200,3794,667,3,59,null,5,8414,null,55,10,null,null,39.0,4,41,7.0,null,114,2228,11,109,74,null,null,45,47,7124,7328,null,1212,null,21.0,null,19.0,23,114,2,172,null,null,null,null,null,118,32,5,57,null,128,12,3,40.0,null,63,null,18,null,null,null,null,null,210,null,null,1212,null,null,109,null,null,"211041271",137,null,250,null,56,null,null,null,null,null,null,null,106,null,"Nunawading",131,null,9,47.0,null,2398,360,null,null,null,19,10,null,null
